Code,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% Votes,Round,Last Updated Time,Last Updated Date
S1155,MALAMPUZHA - 55,K PRASAD,Socialist Unity Centre Of India (COMMUNIST),350,5,355,0.22,14/14,11:09 PM,04/05/2026
S1155,MALAMPUZHA - 55,NOTA,None of the Above,1491,15,1506,0.93,14/14,11:09 PM,04/05/2026
S1156,PALAKKAD - 56,UDAYAN SUKUMARAN,Aam Aadmi Party,432,5,437,0.3,11/11,11:12 PM,04/05/2026
S1156,PALAKKAD - 56,KRISHNANKUTTY K,Bahujan Samaj Party,343,5,348,0.24,11/11,11:12 PM,04/05/2026
S1156,PALAKKAD - 56,RAMESH PISHARODY,Indian National Congress,61379,820,62199,42.26,11/11,11:12 PM,04/05/2026
S1156,PALAKKAD - 56,SOBHA SURENDRAN,Bharatiya Janata Party,48192,860,49052,33.33,11/11,11:12 PM,04/05/2026
S1156,PALAKKAD - 56,N.M.R. RAZACK,Independent,33532,399,33931,23.05,11/11,11:12 PM,04/05/2026
S1156,PALAKKAD - 56,REGHU M,Independent,189,2,191,0.13,11/11,11:12 PM,04/05/2026
S1156,PALAKKAD - 56,SHAMSUDHEEN B.,Independent,191,2,193,0.13,11/11,11:12 PM,04/05/2026
S1156,PALAKKAD - 56,NOTA,None of the Above,825,16,841,0.57,11/11,11:12 PM,04/05/2026
S1157,TARUR - 57,NARAYANANKUTTY K T,Bahujan Samaj Party,857,9,866,0.65,14/14,11:09 PM,04/05/2026
S1157,TARUR - 57,SUBRAMANIAN K C,Indian National Congress,47915,732,48647,36.79,14/14,11:09 PM,04/05/2026
S1157,TARUR - 57,SUMOD,Communist Party of India (Marxist),59778,779,60557,45.79,14/14,11:09 PM,04/05/2026
S1157,TARUR - 57,SURESHBABU M,Bharatiya Janata Party,20894,268,21162,16,14/14,11:09 PM,04/05/2026
S1157,TARUR - 57,NOTA,None of the Above,999,15,1014,0.77,14/14,11:09 PM,04/05/2026
S1158,CHITTUR - 58,PRANESH RAJENDRAN,Bharatiya Janata Party,14513,184,14697,9.94,15/15,11:09 PM,04/05/2026
S1158,CHITTUR - 58,ADV. SUMESH ACHUTHAN,Indian National Congress,64279,1046,65325,44.2,15/15,11:09 PM,04/05/2026
S1158,CHITTUR - 58,ADV. V. MURUGADAS,Indian Socialist Janata Dal,57949,866,58815,39.8,15/15,11:09 PM,04/05/2026
S1158,CHITTUR - 58,MURUGADAS. P. S/O PAZHANIAPPA MUDALIYAAR,Independent,6913,71,6984,4.73,15/15,11:09 PM,04/05/2026
S1158,CHITTUR - 58,N S K PURAM SASIKUMAR,Independent,399,9,408,0.28,15/15,11:09 PM,04/05/2026
S1158,CHITTUR - 58,SUMESH C,Independent,258,3,261,0.18,15/15,11:09 PM,04/05/2026
S1158,CHITTUR - 58,NOTA,None of the Above,1271,27,1298,0.88,15/15,11:09 PM,04/05/2026
S1159,NEMMARA - 59,A. THANKAPPAN,Indian National Congress,62159,1057,63216,42,15/15,11:09 PM,04/05/2026
S1159,NEMMARA - 59,K PREMAN,Communist Party of India (Marxist),65312,1209,66521,44.2,15/15,11:09 PM,04/05/2026
S1159,NEMMARA - 59,A.N.ANURAG,Bharath Dharma Jana Sena,17881,226,18107,12.03,15/15,11:09 PM,04/05/2026
S1159,NEMMARA - 59,ANVAR SADIK,Social Democratic Party Of India,788,5,793,0.53,15/15,11:09 PM,04/05/2026
S1159,NEMMARA - 59,RADHAKRISHNAN K,Independent,283,6,289,0.19,15/15,11:09 PM,04/05/2026
S1159,NEMMARA - 59,SANKARANARAYANAN R,Independent,324,6,330,0.22,15/15,11:09 PM,04/05/2026
S1159,NEMMARA - 59,NOTA,None of the Above,1206,35,1241,0.82,15/15,11:09 PM,04/05/2026
S1160,ALATHUR - 60,M T CHANDRAN,Bahujan Samaj Party,639,12,651,0.48,13/13,11:09 PM,04/05/2026
S1160,ALATHUR - 60,K V PRASANNAKUMAR,Bharatiya Janata Party,17141,206,17347,12.92,13/13,11:09 PM,04/05/2026
S1160,ALATHUR - 60,K M FEBIN,Indian National Congress,52234,777,53011,39.49,13/13,11:09 PM,04/05/2026
S1160,ALATHUR - 60,T M SASI,Communist Party of India (Marxist),60617,947,61564,45.86,13/13,11:09 PM,04/05/2026
S1160,ALATHUR - 60,B FEBIN S/O BALAN K.C.,Independent,575,10,585,0.44,13/13,11:09 PM,04/05/2026
S1160,ALATHUR - 60,NOTA,None of the Above,1052,19,1071,0.8,13/13,11:09 PM,04/05/2026
S1161,CHELAKKARA - 61,U R PRADEEP,Communist Party of India (Marxist),75048,1025,76073,46.63,16/16,11:09 PM,04/05/2026
S1161,CHELAKKARA - 61,K BALAKRISHNAN,Bharatiya Janata Party,36778,508,37286,22.85,16/16,11:09 PM,04/05/2026
S1161,CHELAKKARA - 61,SUBRAMANIAN K V,Aam Aadmi Party,634,35,669,0.41,16/16,11:09 PM,04/05/2026
S1161,CHELAKKARA - 61,VINODKUMAR,Social Democratic Party Of India,1186,18,1204,0.74,16/16,11:09 PM,04/05/2026
S1161,CHELAKKARA - 61,SIVADASAN (SIVAN VEETTIKUNNU),Independent,46118,569,46687,28.62,16/16,11:09 PM,04/05/2026
S1161,CHELAKKARA - 61,NOTA,None of the Above,1217,15,1232,0.76,16/16,11:09 PM,04/05/2026
S1162,KUNNAMKULAM - 62,P T AJAY MOHAN,Indian National Congress,64008,951,64959,42.25,15/15,11:12 PM,04/05/2026
S1162,KUNNAMKULAM - 62,A C MOIDEEN,Communist Party of India (Marxist),68693,829,69522,45.22,15/15,11:12 PM,04/05/2026
S1162,KUNNAMKULAM - 62,RAJEEV K S,Aam Aadmi Party,1020,15,1035,0.67,15/15,11:12 PM,04/05/2026
S1162,KUNNAMKULAM - 62,K R RAJIN,Bharath Dharma Jana Sena,17005,99,17104,11.13,15/15,11:12 PM,04/05/2026
S1162,KUNNAMKULAM - 62,NOTA,None of the Above,1109,6,1115,0.73,15/15,11:12 PM,04/05/2026
S1163,GURUVAYOOR - 63,N. K. AKBAR,Communist Party of India (Marxist),65429,640,66069,40.77,17/17,11:09 PM,04/05/2026
S1163,GURUVAYOOR - 63,C. H. RASHEED,Indian Union Muslim League,63465,606,64071,39.54,17/17,11:09 PM,04/05/2026
S1163,GURUVAYOOR - 63,ADV. B. GOPALAKRISHNAN,Bharatiya Janata Party,28638,309,28947,17.86,17/17,11:09 PM,04/05/2026
S1163,GURUVAYOOR - 63,PAULY GURUVAYUR,Aam Aadmi Party,461,5,466,0.29,17/17,11:09 PM,04/05/2026
S1163,GURUVAYOOR - 63,K. V. ABDUL NASAR,Social Democratic Party Of India,1603,7,1610,0.99,17/17,11:09 PM,04/05/2026
S1163,GURUVAYOOR - 63,C. R. UNNIKRISHNAN,Socialist Unity Centre Of India (COMMUNIST),217,1,218,0.13,17/17,11:09 PM,04/05/2026
S1163,GURUVAYOOR - 63,NOTA,None of the Above,655,3,658,0.41,17/17,11:09 PM,04/05/2026
S1164,MANALUR - 64,ADV K K ANEESHKUMAR,Bharatiya Janata Party,37725,400,38125,22.24,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,DR UNNIKRISHNAN CHIRAYATH,Aam Aadmi Party,327,3,330,0.19,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,T N PRATHAPAN,Indian National Congress,63950,1261,65211,38.05,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,PROF C RAVINDRANATH,Communist Party of India (Marxist),64324,1013,65337,38.12,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,JILEEF (DILEEF ABDUL KHADAR),Social Democratic Party Of India,1016,15,1031,0.6,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,SIVAPRASAD GANDHI K M,Indian Gandhiyan Party,113,5,118,0.07,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,P V CHANDRAN,Independent,71,0,71,0.04,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,PRATHAPAN(S/O AYYAPPAN),Independent,182,2,184,0.11,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,RAVINDRANATH K,Independent,234,0,234,0.14,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,SUJITH,Independent,67,3,70,0.04,17/17,11:12 PM,04/05/2026
S1164,MANALUR - 64,NOTA,None of the Above,667,9,676,0.39,17/17,11:12 PM,04/05/2026
S1165,WADAKKANCHERY - 65,ADV. T.S ULLAS BABU,Bharatiya Janata Party,25498,346,25844,15.79,17/17,11:12 PM,04/05/2026
S1165,WADAKKANCHERY - 65,JITHIN SADANANDHAN,Aam Aadmi Party,470,8,478,0.29,17/17,11:12 PM,04/05/2026
S1165,WADAKKANCHERY - 65,P.N. VAISAKH,Indian National Congress,63767,1268,65035,39.74,17/17,11:12 PM,04/05/2026
S1165,WADAKKANCHERY - 65,SUBRAMANIAN PENAKAM,Bahujan Samaj Party,363,5,368,0.22,17/17,11:12 PM,04/05/2026
S1165,WADAKKANCHERY - 65,XAVIER CHITTILAPPILLY,Communist Party of India (Marxist),69484,1241,70725,43.22,17/17,11:12 PM,04/05/2026
S1165,WADAKKANCHERY - 65,NOTA,None of the Above,1171,13,1184,0.72,17/17,11:12 PM,04/05/2026
S1166,OLLUR - 66,PRINSON AVINISSERY,Aam Aadmi Party,586,8,594,0.39,16/16,11:09 PM,04/05/2026
S1166,OLLUR - 66,BIJOY THOMAS,Bharatiya Janata Party,19537,200,19737,12.99,16/16,11:09 PM,04/05/2026
S1166,OLLUR - 66,K RAJAN,Communist Party of India,68766,937,69703,45.86,16/16,11:09 PM,04/05/2026
S1166,OLLUR - 66,ADV. SHAJI J KODANKANDATH,Indian National Congress,59949,870,60819,40.02,16/16,11:09 PM,04/05/2026
S1166,OLLUR - 66,EDWIN BABU ALAPAT,Independent,274,1,275,0.18,16/16,11:09 PM,04/05/2026
S1166,OLLUR - 66,NOTA,None of the Above,850,12,862,0.57,16/16,11:09 PM,04/05/2026
S1167,THRISSUR - 67,PADMAJA VENUGOPAL,Bharatiya Janata Party,28193,469,28662,23.08,16/16,11:12 PM,04/05/2026
S1167,THRISSUR - 67,RAJAN. J. PALLAN,Indian National Congress,59221,1069,60290,48.55,16/16,11:12 PM,04/05/2026
S1167,THRISSUR - 67,ALANKODE LEELAKRISHNAN,Communist Party of India,32918,569,33487,26.97,16/16,11:12 PM,04/05/2026
S1167,THRISSUR - 67,RANI ANTO,Aam Aadmi Party,296,3,299,0.24,16/16,11:12 PM,04/05/2026
S1167,THRISSUR - 67,ROSILIN CHACKO,Bahujan Samaj Party,136,2,138,0.11,16/16,11:12 PM,04/05/2026
S1167,THRISSUR - 67,ARSHED AZIZ,Communist Party of India (Marxist-Leninist) (Liberation),107,3,110,0.09,16/16,11:12 PM,04/05/2026
S1167,THRISSUR - 67,RAJAN. M,Independent,150,3,153,0.12,16/16,11:12 PM,04/05/2026
S1167,THRISSUR - 67,NOTA,None of the Above,1027,16,1043,0.84,16/16,11:12 PM,04/05/2026
S1168,NATTIKA - 68,GEETHAGOPI,Communist Party of India,58121,858,58979,37.44,17/17,11:09 PM,04/05/2026
S1168,NATTIKA - 68,C.C. MUKUNDAN,Bharatiya Janata Party,44727,489,45216,28.7,17/17,11:09 PM,04/05/2026
S1168,NATTIKA - 68,ADV. SUNIL LALOOR,Indian National Congress,51097,789,51886,32.94,17/17,11:09 PM,04/05/2026
S1168,NATTIKA - 68,NOTA,None of the Above,1436,18,1454,0.92,17/17,11:09 PM,04/05/2026
S1169,KAIPAMANGALAM - 69,JAYAN ERATT,Aam Aadmi Party,645,8,653,0.46,15/15,11:09 PM,04/05/2026
S1169,KAIPAMANGALAM - 69,T.M. NAZAR,Indian National Congress,54613,891,55504,38.85,15/15,11:09 PM,04/05/2026
S1169,KAIPAMANGALAM - 69,K.K. VALSARAJ,Communist Party of India,64521,927,65448,45.81,15/15,11:09 PM,04/05/2026
S1169,KAIPAMANGALAM - 69,ATHULLIAGHOSH VETTIYATTIL,Bharath Dharma Jana Sena,19493,195,19688,13.78,15/15,11:09 PM,04/05/2026
S1169,KAIPAMANGALAM - 69,MANOJ M.M.,Communist Party of India (Marxist-Leninist) Red Star,327,8,335,0.23,15/15,11:09 PM,04/05/2026
S1169,KAIPAMANGALAM - 69,A.M. MUHAMMED RIYAS,Social Democratic Party Of India,534,2,536,0.38,15/15,11:09 PM,04/05/2026
S1169,KAIPAMANGALAM - 69,NOTA,None of the Above,685,5,690,0.48,15/15,11:09 PM,04/05/2026
S1170,IRINJALAKUDA - 70,THANKAMANY THARAYIL,Bahujan Samaj Party,898,23,921,0.6,16/16,11:09 PM,04/05/2026
S1170,IRINJALAKUDA - 70,ADV. THOMAS UNNIYADAN,Kerala Congress,65090,1192,66282,43.54,16/16,11:09 PM,04/05/2026
S1170,IRINJALAKUDA - 70,DR.R.BINDU,Communist Party of India (Marxist),55049,1021,56070,36.83,16/16,11:09 PM,04/05/2026
S1170,IRINJALAKUDA - 70,DR. SHAJU KAVUNGAL,Aam Aadmi Party,567,12,579,0.38,16/16,11:09 PM,04/05/2026
S1170,IRINJALAKUDA - 70,SANTHOSH CHERAKULAM,Bharatiya Janata Party,26777,390,27167,17.84,16/16,11:09 PM,04/05/2026
S1170,IRINJALAKUDA - 70,DR. ANISH,Independent,252,7,259,0.17,16/16,11:09 PM,04/05/2026
S1170,IRINJALAKUDA - 70,AYYAPPAN MANAKKAL,Independent,98,2,100,0.07,16/16,11:09 PM,04/05/2026
S1170,IRINJALAKUDA - 70,NOTA,None of the Above,850,13,863,0.57,16/16,11:09 PM,04/05/2026
S1171,PUDUKKAD - 71,JAYAKRISHNAN P N,Aam Aadmi Party,852,11,863,0.56,17/17,11:12 PM,04/05/2026
S1171,PUDUKKAD - 71,PARAMESWARAN A (NAGESH),Bharatiya Janata Party,27699,319,28018,18.17,17/17,11:12 PM,04/05/2026
S1171,PUDUKKAD - 71,P C PUSHPAKARAN,Bahujan Samaj Party,352,7,359,0.23,17/17,11:12 PM,04/05/2026
S1171,PUDUKKAD - 71,K M BABURAJAN,Indian National Congress,59318,965,60283,39.1,17/17,11:12 PM,04/05/2026
S1171,PUDUKKAD - 71,K K RAMACHANDRAN,Communist Party of India (Marxist),62232,904,63136,40.95,17/17,11:12 PM,04/05/2026
S1171,PUDUKKAD - 71,ANIFA V K,Independent,266,5,271,0.18,17/17,11:12 PM,04/05/2026
S1171,PUDUKKAD - 71,NOTA,None of the Above,1216,15,1231,0.8,17/17,11:12 PM,04/05/2026
S1172,CHALAKUDY - 72,M S ASOKAN MANGALAPPILLY,Bahujan Samaj Party,646,17,663,0.48,16/16,11:09 PM,04/05/2026
S1172,CHALAKUDY - 72,ADV. BIJU S CHIRAYATH,Kerala Congress (M),47180,866,48046,34.83,16/16,11:09 PM,04/05/2026
S1172,CHALAKUDY - 72,WILSON KALLEN,Aam Aadmi Party,509,10,519,0.38,16/16,11:09 PM,04/05/2026
S1172,CHALAKUDY - 72,SANEESHKUMAR JOSEPH,Indian National Congress,69786,1416,71202,51.62,16/16,11:09 PM,04/05/2026
S1172,CHALAKUDY - 72,ADV. CHARLYPAUL,Twenty 20 Party,15833,197,16030,11.62,16/16,11:09 PM,04/05/2026
S1172,CHALAKUDY - 72,ARUN EDATHADAN,Independent,297,14,311,0.23,16/16,11:09 PM,04/05/2026
S1172,CHALAKUDY - 72,A D BIJU,Independent,221,7,228,0.17,16/16,11:09 PM,04/05/2026
S1172,CHALAKUDY - 72,NOTA,None of the Above,920,12,932,0.68,16/16,11:09 PM,04/05/2026
S1173,KODUNGALLUR - 73,ADV. O J JANEESH,Indian National Congress,63936,1226,65162,44.05,15/15,11:09 PM,04/05/2026
S1173,KODUNGALLUR - 73,DR. K M FRANCIS ROY,Aam Aadmi Party,433,14,447,0.3,15/15,11:09 PM,04/05/2026
S1173,KODUNGALLUR - 73,RAVI A K,Bahujan Samaj Party,467,21,488,0.33,15/15,11:09 PM,04/05/2026
S1173,KODUNGALLUR - 73,ADV. V R SUNIL KUMAR,Communist Party of India,55754,1100,56854,38.44,15/15,11:09 PM,04/05/2026
S1173,KODUNGALLUR - 73,DR. VARGHESE GEORGE,Twenty 20 Party,23619,314,23933,16.18,15/15,11:09 PM,04/05/2026
S1173,KODUNGALLUR - 73,NANDAGOPAN VELLATHADI,Independent,282,2,284,0.19,15/15,11:09 PM,04/05/2026
S1173,KODUNGALLUR - 73,NOTA,None of the Above,738,6,744,0.5,15/15,11:09 PM,04/05/2026
S1174,PERUMBAVOOR - 74,ADV. PRASANTH,Bahujan Samaj Party,635,22,657,0.45,15/15,11:09 PM,04/05/2026
S1174,PERUMBAVOOR - 74,BASIL PAUL,Kerala Congress (M),45845,809,46654,31.62,15/15,11:09 PM,04/05/2026
S1174,PERUMBAVOOR - 74,MANOJ MOOTHEDAN,Indian National Congress,73684,1404,75088,50.9,15/15,11:09 PM,04/05/2026
S1174,PERUMBAVOOR - 74,JIBI PATHICKAL,Twenty 20 Party,22189,308,22497,15.25,15/15,11:09 PM,04/05/2026
S1174,PERUMBAVOOR - 74,ELDHO GEORGE,Independent,1549,13,1562,1.06,15/15,11:09 PM,04/05/2026
S1174,PERUMBAVOOR - 74,MOHANAN M A,Independent,220,6,226,0.15,15/15,11:09 PM,04/05/2026
S1174,PERUMBAVOOR - 74,NOTA,None of the Above,835,10,845,0.57,15/15,11:09 PM,04/05/2026
S1175,ANGAMALY - 75,SAJU PAUL,Communist Party of India (Marxist),40733,590,41323,31.58,17/17,11:09 PM,04/05/2026
S1175,ANGAMALY - 75,ROJI M JOHN,Indian National Congress,77051,1280,78331,59.86,17/17,11:09 PM,04/05/2026
S1175,ANGAMALY - 75,PROMY KURIAKOSE,Twenty 20 Party,9788,105,9893,7.56,17/17,11:09 PM,04/05/2026
S1175,ANGAMALY - 75,P V RAJEESH,Socialist Unity Centre Of India (COMMUNIST),216,4,220,0.17,17/17,11:09 PM,04/05/2026
S1175,ANGAMALY - 75,JOBY PAUL UPPAN,Independent,161,2,163,0.12,17/17,11:09 PM,04/05/2026
S1175,ANGAMALY - 75,SUPHIL SEBASTIAN,Independent,153,3,156,0.12,17/17,11:09 PM,04/05/2026
S1175,ANGAMALY - 75,SUBRAN,Independent,95,1,96,0.07,17/17,11:09 PM,04/05/2026
S1175,ANGAMALY - 75,NOTA,None of the Above,656,10,666,0.51,17/17,11:09 PM,04/05/2026
S1176,ALUVA - 76,ANWAR SADATH,Indian National Congress,82813,1086,83899,52.78,19/19,11:09 PM,04/05/2026
S1176,ALUVA - 76,ADVOCATE A.M.ARIFF,Communist Party of India (Marxist),54126,630,54756,34.45,19/19,11:09 PM,04/05/2026
S1176,ALUVA - 76,M.A.BRAHMARAJ,Bharatiya Janata Party,18514,218,18732,11.78,19/19,11:09 PM,04/05/2026
S1176,ALUVA - 76,HAKHIKHATH HAMEED,Aam Aadmi Party,403,0,403,0.25,19/19,11:09 PM,04/05/2026
S1176,ALUVA - 76,NOTA,None of the Above,1152,20,1172,0.74,19/19,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,ADV. V E ABDUL GAFOOR,Indian Union Muslim League,79661,945,80606,49.35,16/16,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,P RAJEEVE,Communist Party of India (Marxist),63413,881,64294,39.36,16/16,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,SHAMSU T K,Aam Aadmi Party,544,9,553,0.34,16/16,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,SIYAD V A,Bahujan Samaj Party,327,4,331,0.2,16/16,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,AJMAL K MUJEEB,Social Democratic Party Of India,1572,6,1578,0.97,16/16,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,BINU,Bharath Dharma Jana Sena,13981,149,14130,8.65,16/16,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,A RAJEENA,Socialist Unity Centre Of India (COMMUNIST),299,2,301,0.18,16/16,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,RAJEEV S/O VAREED,Independent,228,5,233,0.14,16/16,11:09 PM,04/05/2026
S1177,KALAMASSERY - 77,NOTA,None of the Above,1300,19,1319,0.81,16/16,11:09 PM,04/05/2026
S1178,PARAVUR - 78,E.T.TAISON MASTER,Communist Party of India,57121,937,58058,36.39,17/17,11:12 PM,04/05/2026
S1178,PARAVUR - 78,P.K.RAJESH,Bahujan Samaj Party,326,2,328,0.21,17/17,11:12 PM,04/05/2026
S1178,PARAVUR - 78,VALSALA PRASANNAKUMAR,Bharatiya Janata Party,20163,214,20377,12.77,17/17,11:12 PM,04/05/2026
S1178,PARAVUR - 78,ADV.V.D.SATHEESAN,Indian National Congress,77360,1298,78658,49.3,17/17,11:12 PM,04/05/2026
S1178,PARAVUR - 78,V.M.FAISAL,Social Democratic Party Of India,816,12,828,0.52,17/17,11:12 PM,04/05/2026
S1178,PARAVUR - 78,G.GOKULDEV,Independent,170,1,171,0.11,17/17,11:12 PM,04/05/2026
S1178,PARAVUR - 78,K.B.SATHEESAN,Independent,200,0,200,0.13,17/17,11:12 PM,04/05/2026
S1178,PARAVUR - 78,NOTA,None of the Above,926,9,935,0.59,17/17,11:12 PM,04/05/2026
S1179,VYPEN - 79,TONY CHAMMANY,Indian National Congress,65090,1022,66112,50.18,16/16,11:12 PM,04/05/2026
S1179,VYPEN - 79,MOHANDAS,Aam Aadmi Party,330,12,342,0.26,16/16,11:12 PM,04/05/2026
S1179,VYPEN - 79,ADV. M. B. SHYNI,Communist Party of India (Marxist),49713,751,50464,38.3,16/16,11:12 PM,04/05/2026
S1179,VYPEN - 79,ANITHA THOMAS,Twenty 20 Party,13505,132,13637,10.35,16/16,11:12 PM,04/05/2026
S1179,VYPEN - 79,T. C. SUBRAHMANYAN,Communist Party of India (Marxist-Leninist) Red Star,259,3,262,0.2,16/16,11:12 PM,04/05/2026
S1179,VYPEN - 79,SADASIVAN,Independent,162,1,163,0.12,16/16,11:12 PM,04/05/2026
S1179,VYPEN - 79,NOTA,None of the Above,771,10,781,0.59,16/16,11:12 PM,04/05/2026
S1180,KOCHI - 80,K.J. MAXY,Communist Party of India (Marxist),55611,519,56130,41.78,22/22,11:09 PM,04/05/2026
S1180,KOCHI - 80,MOHAMMED SHIYAS,Indian National Congress,63710,608,64318,47.87,22/22,11:09 PM,04/05/2026
S1180,KOCHI - 80,ANEESH MATTANCHERRY,Social Democratic Party Of India,785,18,803,0.6,22/22,11:09 PM,04/05/2026
S1180,KOCHI - 80,ADV. XAVIER JULAPPAN,Twenty 20 Party,11752,102,11854,8.82,22/22,11:09 PM,04/05/2026
S1180,KOCHI - 80,AJEESH P.E,Independent,316,2,318,0.24,22/22,11:09 PM,04/05/2026
S1180,KOCHI - 80,NOTA,None of the Above,912,14,926,0.69,22/22,11:09 PM,04/05/2026
S1181,THRIPUNITHURA - 81,K N UNNIKRISHNAN,Communist Party of India (Marxist),51246,542,51788,33.51,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,KARTHIKEYAN,Bahujan Samaj Party,421,3,424,0.27,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,THOMAS PAUL KOMAROTH,Aam Aadmi Party,269,3,272,0.18,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,DEEPAK JOY,Indian National Congress,69548,708,70256,45.47,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,ANJALI .P. V,Twenty 20 Party,29211,260,29471,19.07,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,SATHEESAN,Socialist Unity Centre Of India (COMMUNIST),145,3,148,0.1,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,UNNIKRISHNAN K N,Independent,541,3,544,0.35,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,RAJKUMAR,Independent,75,2,77,0.05,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,SANDEEP RAJENDRAPRASAD,Independent,374,2,376,0.24,22/22,11:12 PM,04/05/2026
S1181,THRIPUNITHURA - 81,NOTA,None of the Above,1156,15,1171,0.76,22/22,11:12 PM,04/05/2026
S1182,ERANAKULAM - 82,MOSES HENRY MOTHA,Aam Aadmi Party,765,18,783,0.73,15/15,11:09 PM,04/05/2026
S1182,ERANAKULAM - 82,T.J VINOD,Indian National Congress,60536,760,61296,56.9,15/15,11:09 PM,04/05/2026
S1182,ERANAKULAM - 82,P.R. SIVASANKAR,Bharatiya Janata Party,18936,218,19154,17.78,15/15,11:09 PM,04/05/2026
S1182,ERANAKULAM - 82,SABU GEORGE,Independent,24901,232,25133,23.33,15/15,11:09 PM,04/05/2026
S1182,ERANAKULAM - 82,ASHOKAN,Independent,283,4,287,0.27,15/15,11:09 PM,04/05/2026
S1182,ERANAKULAM - 82,NOTA,None of the Above,1069,10,1079,1,15/15,11:09 PM,04/05/2026
S1183,THRIKKAKARA - 83,UMA THOMAS,Indian National Congress,82470,905,83375,59.35,20/20,11:12 PM,04/05/2026
S1183,THRIKKAKARA - 83,JOSE GEORGE,Aam Aadmi Party,599,6,605,0.43,20/20,11:12 PM,04/05/2026
S1183,THRIKKAKARA - 83,ADV. PUSHPA DAS,Communist Party of India (Marxist),32852,312,33164,23.61,20/20,11:12 PM,04/05/2026
S1183,THRIKKAKARA - 83,AKHIL RAJ (AKHIL MARAR),Twenty 20 Party,21267,157,21424,15.25,20/20,11:12 PM,04/05/2026
S1183,THRIKKAKARA - 83,JOSEPH ALOSIUS,Social Democratic Party Of India,544,7,551,0.39,20/20,11:12 PM,04/05/2026
S1183,THRIKKAKARA - 83,NOTA,None of the Above,1345,8,1353,0.96,20/20,11:12 PM,04/05/2026
S1184,KUNNATHUNAD - 84,MANIKUTTAN A. T.,Bahujan Samaj Party,373,7,380,0.24,17/17,11:09 PM,04/05/2026
S1184,KUNNATHUNAD - 84,ADV. P. V. SREENIJIN,Communist Party of India (Marxist),48167,842,49009,30.43,17/17,11:09 PM,04/05/2026
S1184,KUNNATHUNAD - 84,V. P. SAJEENDRAN,Indian National Congress,69003,1289,70292,43.64,17/17,11:09 PM,04/05/2026
S1184,KUNNATHUNAD - 84,BABU DIVAKARAN,Twenty 20 Party,39649,572,40221,24.97,17/17,11:09 PM,04/05/2026
S1184,KUNNATHUNAD - 84,VAZHAKULAM BHASI,Independent,209,3,212,0.13,17/17,11:09 PM,04/05/2026
S1184,KUNNATHUNAD - 84,NOTA,None of the Above,938,14,952,0.59,17/17,11:09 PM,04/05/2026
S1185,PIRAVOM - 85,ELDHO ABRAHAM THALIYACHIRA,Aam Aadmi Party,982,22,1004,0.66,17/17,11:09 PM,04/05/2026
S1185,PIRAVOM - 85,SABU K JACOB,Kerala Congress (M),44019,851,44870,29.44,17/17,11:09 PM,04/05/2026
S1185,PIRAVOM - 85,ANOOP JACOB,Kerala Congress (Jacob),87654,1897,89551,58.77,17/17,11:09 PM,04/05/2026
S1185,PIRAVOM - 85,JIBI ABRAHAM,Twenty 20 Party,14640,221,14861,9.75,17/17,11:09 PM,04/05/2026
S1185,PIRAVOM - 85,T C RAMANAN,Socialist Unity Centre Of India (COMMUNIST),389,8,397,0.26,17/17,11:09 PM,04/05/2026
S1185,PIRAVOM - 85,SABU K ERAMATH,Independent,328,5,333,0.22,17/17,11:09 PM,04/05/2026
S1185,PIRAVOM - 85,RENNY MATHEW,Independent,259,6,265,0.17,17/17,11:09 PM,04/05/2026
S1185,PIRAVOM - 85,NOTA,None of the Above,1089,16,1105,0.73,17/17,11:09 PM,04/05/2026
S1186,MUVATTUPUZHA - 86,N ARUN,Communist Party of India,46393,692,47085,31.79,15/15,11:09 PM,04/05/2026
